,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
13137,s580,-,-,Midnight Run,Midnight Run,English,1988,126,72.0,"['Adventure', 'Comedy', 'Crime', 'Action', 'Thriller']","An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",Good
13139,s7455,-,-,Midnight Special,Midnight Special,English,2016,112,62.0,"['Adventure', 'Drama', 'Science Fiction']",A father and son go on the run after the dad learns his child possesses special powers.,Average
13141,s493,-,-,Midnight Sun,Midnight Sun,English,2018,91,78.0,"['Romance', 'Drama']","Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",Good
13148,-,s5150,-,Midsommar,Midsommar,English,2019,147,72.0,"['Horror', 'Drama', 'Mystery']","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",Good
13154,-,-,s1081,Mighty Joe Young,Mighty Joe Young,English,1998,116,62.0,"['Adventure', 'Family', 'Action', 'Fantasy']","As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",Average
13178,s1763,-,-,Mile 22,Mile 22,English,2018,94,62.0,"['Action', 'Thriller']","An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",Average
13187,s7457,-,-,Milk,Milk,English,2008,128,73.0,"['History', 'Drama']","The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",Good
13188,-,s4136,-,Milk Money,Milk Money,English,1994,109,64.0,"['Comedy', 'Romance']","Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",Average
13219,-,s6306,-,Minority Report,Minority Report,English,2002,145,73.0,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",Good
13247,s7462,-,-,Mirror Mirror,Mirror Mirror,English,2012,106,59.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']","After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",Average
13258,s2976,-,-,Miss Americana,Miss Americana,English,2020,85,79.0,"['Documentary', 'Music']","A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",Good
13269,-,-,s282,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,English,2016,127,68.0,"['Fantasy', 'Adventure', 'Family', 'Drama']",A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,Good
13322,-,-,s1089,Moana,Moana,English,2016,108,76.0,"['Adventure', 'Comedy', 'Family', 'Animation']","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",Good
13348,-,s7229,-,Momentum,Momentum,English,2015,96,57.0,"['Action', 'Crime', 'Thriller']","When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth.",Average
13380,s7489,-,-,Monster Family,Monster Family,English,2017,93,60.0,"['Animation', 'Family', 'Fantasy', 'Comedy']","The Wishbone family are far from happy. In an attempt to reconnect as a family, they plan a fun night out. However, the plan backfires when they are cursed and all turned into Monsters.",Average
13384,s7490,-,-,Monster High: 13 Wishes,Monster High 13 Wishes,English,2013,73,75.0,"['Family', 'Fantasy', 'Animation']","It’s a new school year at Monster High™, and the little sister of Clawdeen Wolf™, Howleen, is determined to be more fangtastic than ever.  Her dream of popularity turns out to be easier than anyone imagined when she stumbles upon a genie named Gigi Grant™ who grants her not 3, but 13 Wishes!  But the ghouls quickly learn to be s-careful what you wish for because each wish comes with a dark side, and soon the student disem-body of Monster High™ is turned upside-down!  Join Frankie Stein™, Clawdeen Wolf™, Draculaura™ and the rest of their creeperiffic ghoulfriends as they journey deep inside the magic lantern to save the very soul of Monster High™… while flashing their killer style every step of the way!",Good
13385,s7491,-,-,"Monster High: Boo York, Boo York","Monster High Boo York, Boo York",English,2015,72,76.0,"['Animation', 'Family', 'Music']","It's fright lights, big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and, of course, she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera, Cleo's sister, uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York, Boo York, the first-ever Monster High musical, featuring eight original songs.",Good
13386,s2910,-,-,Monster High: Electrified,Monster High Electrified,English,2017,72,71.0,"['Family', 'Animation']","When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking! Luckily the ghouls have a secret weapon on their side...Twyla, the daughter of the Boogey Man, and the perfect ghoul to unearth any mystery. Along with the most voltageous salon ever! So catch every twist, turn, zap and blast...because the Monster High ghouls are about to get ELECTRIC!",Good
13388,s7493,-,-,Monster High: Freaky Fusion,Monster High Freaky Fusion,English,2014,74,77.0,['Animation'],"While attempting to help Frankie Stein learn more about her freakycool scaritage, the fashionably fierce ghoulfriends travel back in time to the first day ever of Monster High! There, they meet Sparky, a skullastic teen with an obsession for creating life. But when Sparky follows the ghouls through a killer time portal to modern-day Monster High, the event results in eight of them fusing together into four creeperiffic hybrid Monsters. Now, they'll really have to work together to control their bodies in the big Bitecentennial Play and stop one of Sparky's experiments from destroying imperfectly perfect Monster High!",Good
13391,s7496,-,-,"Monster High: Frights, Camera, Action!","Monster High Frights, Camera, Action!",English,2014,74,73.0,"['Family', 'Animation', 'Fantasy']","When Draculaura is led to believe she's the rightful heir to the vampire throne, she and her best ghoulfriends are whisked away to Transylvania for a royal coronation to die for. But they soon discover the hunt for the queen is not over yet. The Ghouls must locate an ancient artifact known as the Vampire's Heart in order to discover the identity of the true Vampire Queen. It's a fangtastic adventure that will lead them from the Tower of Londoom, to a haunted river boat in New Goreleans and finally to the glamorous boo-vie lots of Hauntlywood. Could this be the moment when Draculara finally receives her vampire powers and discovers screams really can come true?",Good
13392,s7497,-,-,Monster High: Ghouls Rule,Monster High Ghouls Rule,English,2012,71,68.0,"['Animation', 'Family']","Monster High: Ghouls Rule unearths an old conflict between ""Normies"" and monsters - and things are about to get scary! For years, students at Monster High were warned that Halloween was a night to stay inside and avoid conflict at all costs. But Frankie and her friends discover that ghouls and ""Normies"" once loved to spend the holiday together! The ghouls decide to turn back the clock and use the night to celebrate their individuality and show that it's okay to ""Be Yourself. Be Unique. Be a Monster!""",Good
